Duracion de la Suscripcion (Meses),Satisfaccion del Cliente (1-10),Tiempo de Visualizacion Diario (Horas),Indice de Compromiso (1-10),Dispositivo mas Usado,Genero Preferido,Region,Historial de Pago (A Tiempo/Retrasado),Plan de Suscripcion,Estado de Cancelacion (Sí/No),Consultas al Soporte,Edad,Ingresos Mensuales ($),Numero de Perfiles Creados
19,8,2.65,8,Tablet,Comedy,Oceania,On-Time,Premium,No,5,62,8954,2
7,1,2.99,1,Laptop,Sci-fi,Europe,On-Time,Basic,No,4,58,5235,3
48,10,3.2,8,Smart TV,Romance,North America,On-Time,Premium,No,3,31,5944,3
57,10,3.08,10,Laptop,Drama,Africa,On-Time,Premium,No,6,49,4154,5
30,8,2.13,10,Laptop,Romance,Africa,Delayed,Basic,No,7,35,7593,1
26,8,4.18,10,Tablet,Drama,Oceania,On-Time,Basic,No,9,70,2200,3
22,5,5.38,1,Tablet,Action,Africa,On-Time,Standard,No,7,50,6638,1
19,4,4.32,3,Mobile,Sci-fi,Oceania,On-Time,Standard,Yes,5,68,8936,2
34,8,3.45,8,Smart TV,Drama,Asia,Delayed,Standard,No,10,58,6323,1
38,8,4.56,7,Smart TV,Sci-fi,Asia,Delayed,Basic,No,1,59,6950,2
43,7,1.76,9,Smart TV,Sci-fi,Africa,On-Time,Standard,No,9,45,9861,3
31,4,3.9,4,Smart TV,Sci-fi,Europe,On-Time,Basic,No,9,41,9027,5
42,3,4.38,3,Tablet,Sci-fi,Oceania,On-Time,Basic,No,3,56,2938,4
55,5,4.99,3,Tablet,Romance,Asia,On-Time,Premium,No,8,33,3403,3
18,5,1.94,4,Tablet,Romance,Europe,On-Time,Basic,Yes,3,29,5479,5
32,8,3.92,9,Smart TV,Comedy,Asia,On-Time,Standard,No,0,27,9101,4
25,10,1.6,10,Smart TV,Comedy,Oceania,On-Time,Basic,No,3,65,1440,5
45,7,3.12,9,Tablet,Sci-fi,Asia,On-Time,Premium,No,9,63,5137,2
18,8,5.77,10,Tablet,Drama,Oceania,Delayed,Basic,Yes,7,25,4447,1
4,1,1.45,3,Smart TV,Comedy,North America,Delayed,Standard,Yes,9,45,2434,4
32,8,2.3,9,Laptop,Comedy,Africa,On-Time,Basic,No,6,27,5592,5
22,8,1.25,8,Smart TV,Comedy,South America,On-Time,Basic,No,10,69,1146,4
55,10,1.29,7,Mobile,Action,Africa,On-Time,Standard,No,7,43,8898,5
12,9,2.0,8,Mobile,Romance,North America,On-Time,Basic,No,8,20,6979,1
55,7,1.06,10,Smart TV,Action,Asia,Delayed,Basic,No,2,40,5572,3
39,8,1.03,10,Tablet,Romance,North America,On-Time,Basic,No,8,60,1454,4
15,5,3.07,6,Tablet,Drama,Oceania,On-Time,Standard,No,1,48,1391,5
31,9,5.74,8,Mobile,Action,Asia,On-Time,Basic,No,6,21,6537,3
47,9,3.91,7,Smart TV,Comedy,Oceania,On-Time,Standard,No,6,50,5888,3
17,10,3.53,9,Tablet,Sci-fi,Oceania,On-Time,Basic,No,10,28,6469,2
13,8,3.03,7,Smart TV,Romance,Oceania,Delayed,Basic,Yes,4,34,1326,3
36,6,4.23,2,Smart TV,Drama,South America,On-Time,Basic,No,8,51,6401,4
7,9,2.3,9,Mobile,Sci-fi,South America,On-Time,Basic,No,1,60,3540,2
38,4,1.75,5,Mobile,Drama,Europe,Delayed,Basic,No,7,60,9662,2
13,2,3.25,5,Mobile,Sci-fi,Asia,Delayed,Standard,Yes,10,52,8885,4
8,10,3.19,9,Mobile,Drama,Oceania,Delayed,Standard,Yes,2,70,3863,3
5,3,3.35,4,Tablet,Action,Asia,On-Time,Basic,Yes,0,27,6982,2
35,8,1.96,10,Smart TV,Action,Asia,On-Time,Standard,No,5,60,8902,1
32,10,2.94,9,Tablet,Drama,Europe,On-Time,Standard,No,8,31,8658,1
8,10,3.69,10,Laptop,Action,Asia,On-Time,Premium,No,6,32,2100,1
13,2,1.46,6,Mobile,Sci-fi,Oceania,On-Time,Premium,No,7,31,3598,1
7,2,2.3,4,Tablet,Drama,Europe,On-Time,Standard,Yes,8,50,3432,5
27,6,3.48,1,Laptop,Drama,Europe,On-Time,Basic,No,10,46,2207,2
18,9,3.96,10,Laptop,Comedy,Africa,Delayed,Premium,Yes,1,59,9086,4
7,7,3.7,10,Laptop,Drama,Oceania,On-Time,Basic,No,9,40,8678,3
8,8,1.59,9,Tablet,Comedy,Europe,Delayed,Basic,Yes,3,45,4378,3
8,8,2.47,10,Smart TV,Comedy,Oceania,On-Time,Basic,No,6,57,4294,5
39,4,4.32,3,Smart TV,Comedy,South America,On-Time,Standard,No,9,58,8085,2
59,4,3.08,5,Laptop,Comedy,Asia,On-Time,Standard,No,2,66,8587,2
14,7,2.2,8,Tablet,Romance,South America,On-Time,Premium,No,0,50,1560,2
30,1,2.73,1,Mobile,Romance,Africa,On-Time,Standard,No,7,46,9862,4
32,10,3.21,9,Smart TV,Romance,South America,On-Time,Premium,No,5,47,3227,5
59,5,5.65,6,Tablet,Comedy,Oceania,On-Time,Premium,No,1,60,6835,2
36,8,3.57,10,Smart TV,Romance,Africa,On-Time,Premium,No,9,43,9966,3
35,10,1.85,8,Laptop,Action,South America,On-Time,Premium,No,1,27,3512,1
41,3,3.29,6,Laptop,Action,South America,Delayed,Basic,No,2,66,3913,4
50,10,1.47,9,Mobile,Sci-fi,Africa,On-Time,Standard,No,5,31,8253,1
39,10,1.29,7,Smart TV,Action,Asia,Delayed,Premium,No,5,68,8934,2
55,8,4.57,7,Smart TV,Comedy,North America,On-Time,Premium,No,3,36,9875,2
57,7,3.87,7,Tablet,Comedy,Africa,On-Time,Basic,No,2,37,5460,3
44,10,3.9,8,Tablet,Romance,Africa,Delayed,Standard,No,4,60,6721,2
39,5,3.91,3,Tablet,Comedy,Africa,On-Time,Premium,No,3,19,5859,4
27,9,2.2,7,Laptop,Sci-fi,Oceania,On-Time,Basic,No,1,33,3636,4
23,8,2.69,7,Mobile,Sci-fi,South America,On-Time,Premium,No,8,39,4789,2
60,10,5.1,10,Laptop,Action,Asia,On-Time,Basic,No,10,24,1451,3
8,10,1.04,8,Tablet,Romance,Europe,On-Time,Basic,No,10,54,4916,2
43,10,2.38,9,Mobile,Sci-fi,Europe,On-Time,Standard,No,8,31,6715,5
22,7,5.26,8,Laptop,Romance,Asia,On-Time,Premium,No,5,23,3444,4
17,6,5.59,6,Mobile,Action,Asia,On-Time,Basic,No,4,49,7850,4
59,9,3.32,9,Laptop,Drama,Africa,On-Time,Premium,No,10,23,6080,4
7,7,3.49,7,Tablet,Action,North America,On-Time,Standard,No,6,36,8381,2
11,7,2.29,8,Tablet,Comedy,South America,On-Time,Standard,No,9,21,8717,3
42,9,4.45,8,Smart TV,Romance,Oceania,Delayed,Standard,No,2,48,6366,1
19,8,4.91,10,Mobile,Romance,Oceania,On-Time,Premium,No,2,30,3004,1
31,4,1.77,3,Mobile,Sci-fi,Africa,Delayed,Basic,No,0,37,6606,2
22,10,4.56,8,Smart TV,Romance,South America,On-Time,Premium,No,6,39,6348,2
50,6,3.64,3,Mobile,Romance,Europe,Delayed,Premium,No,9,21,6341,5
47,7,5.24,7,Mobile,Romance,South America,On-Time,Standard,No,3,22,5113,1
60,4,1.66,6,Laptop,Action,Oceania,On-Time,Premium,No,9,18,8636,2
6,10,4.75,7,Smart TV,Comedy,Africa,On-Time,Standard,No,4,46,1778,3
11,7,3.76,7,Laptop,Action,Oceania,Delayed,Basic,Yes,8,45,6673,3
45,1,2.91,1,Tablet,Comedy,Africa,On-Time,Basic,No,2,47,4300,2
18,6,4.71,5,Smart TV,Action,Oceania,On-Time,Premium,No,4,47,3010,2
40,6,5.5,4,Laptop,Action,Africa,Delayed,Basic,No,10,23,6437,5
2,9,2.21,9,Mobile,Comedy,South America,On-Time,Basic,No,0,69,6613,5
44,7,5.25,10,Tablet,Comedy,Asia,On-Time,Standard,No,7,69,5519,5
24,7,4.77,9,Tablet,Action,Africa,On-Time,Basic,No,1,55,4776,1
57,8,2.24,7,Mobile,Comedy,Oceania,On-Time,Standard,No,3,24,3868,5
31,9,5.38,7,Smart TV,Sci-fi,North America,On-Time,Standard,No,8,61,6088,5
7,3,4.23,5,Smart TV,Drama,North America,On-Time,Basic,No,7,62,9320,5
15,7,4.99,8,Tablet,Romance,South America,On-Time,Basic,No,9,25,7958,1
7,5,3.06,1,Smart TV,Romance,North America,On-Time,Premium,No,0,47,7553,5
48,9,2.3,8,Tablet,Romance,North America,On-Time,Premium,No,7,65,7110,5
12,10,4.98,7,Mobile,Romance,North America,On-Time,Basic,No,0,41,7430,2
5,10,2.92,7,Mobile,Drama,North America,On-Time,Premium,No,7,58,3253,3
19,7,4.16,10,Mobile,Romance,Oceania,Delayed,Premium,Yes,8,70,1814,5
38,9,5.13,7,Tablet,Action,Asia,On-Time,Basic,No,5,44,6599,1
17,8,3.79,8,Smart TV,Sci-fi,South America,On-Time,Basic,No,9,27,9846,3
17,6,2.49,2,Smart TV,Drama,North America,Delayed,Basic,Yes,10,54,4581,4
42,10,4.65,7,Tablet,Drama,Europe,On-Time,Premium,No,10,28,5294,4
53,8,5.52,8,Mobile,Action,Oceania,On-Time,Basic,No,1,19,3917,2
2,10,3.96,10,Tablet,Sci-fi,Africa,On-Time,Basic,No,10,52,1479,3
42,9,1.89,10,Tablet,Action,Africa,On-Time,Standard,No,0,66,4288,3
59,6,4.58,3,Laptop,Sci-fi,Asia,On-Time,Basic,No,8,39,5019,3
24,9,2.21,10,Laptop,Comedy,Africa,On-Time,Basic,No,9,61,7331,5
9,3,4.94,5,Smart TV,Sci-fi,North America,On-Time,Standard,No,5,22,5074,4
9,6,1.56,4,Smart TV,Action,North America,On-Time,Basic,Yes,0,24,1166,2
9,10,3.58,9,Mobile,Romance,South America,On-Time,Basic,No,8,23,9123,2
60,8,3.35,8,Laptop,Comedy,North America,On-Time,Standard,No,8,46,3665,1
44,9,4.03,8,Laptop,Sci-fi,North America,On-Time,Standard,No,9,30,2612,4
17,3,4.27,1,Tablet,Sci-fi,Asia,On-Time,Standard,No,6,60,1919,5
42,10,2.94,9,Smart TV,Romance,North America,On-Time,Basic,No,1,46,1941,1
6,7,4.6,9,Tablet,Sci-fi,South America,On-Time,Standard,No,8,28,7895,5
23,8,5.41,10,Smart TV,Drama,Asia,On-Time,Premium,No,6,22,6942,4
36,7,5.49,9,Smart TV,Action,Europe,On-Time,Standard,No,1,61,7252,2
16,9,1.91,8,Tablet,Action,North America,On-Time,Basic,No,1,19,2171,3
30,8,1.6,7,Laptop,Sci-fi,North America,On-Time,Basic,No,7,66,5021,2
43,9,2.68,10,Mobile,Romance,North America,On-Time,Premium,No,1,21,3647,5
43,5,4.85,4,Tablet,Action,Oceania,On-Time,Premium,No,3,62,3749,4
50,8,3.97,7,Tablet,Drama,South America,On-Time,Basic,No,6,66,5435,1
22,9,2.54,7,Tablet,Drama,Africa,On-Time,Standard,No,7,48,2494,2
7,10,5.97,10,Smart TV,Sci-fi,North America,On-Time,Standard,No,2,19,4393,1
8,10,4.09,8,Laptop,Sci-fi,South America,On-Time,Basic,No,7,68,1648,2
52,9,3.31,7,Smart TV,Action,Oceania,On-Time,Premium,No,7,40,5106,4
29,8,3.82,8,Laptop,Romance,Asia,On-Time,Standard,No,10,21,6411,5
46,8,3.74,10,Mobile,Drama,North America,Delayed,Standard,No,6,54,3260,4
55,8,3.7,8,Smart TV,Drama,Africa,On-Time,Basic,No,6,36,9786,5
22,3,1.8,2,Smart TV,Drama,South America,On-Time,Premium,No,1,65,8550,5
6,9,5.49,9,Laptop,Sci-fi,Oceania,On-Time,Standard,No,4,28,1318,4
27,9,5.7,8,Tablet,Drama,South America,Delayed,Basic,No,2,69,4023,5
26,10,5.9,8,Smart TV,Drama,South America,On-Time,Standard,No,6,64,4745,5
55,1,1.61,2,Mobile,Sci-fi,South America,On-Time,Basic,No,5,62,1148,5
23,3,3.02,5,Tablet,Comedy,South America,Delayed,Standard,Yes,7,54,3939,1
59,7,3.78,10,Tablet,Action,Europe,On-Time,Basic,No,2,67,5246,3
50,8,2.52,8,Smart TV,Romance,North America,On-Time,Standard,No,2,47,2882,2
57,2,5.97,3,Mobile,Drama,Europe,Delayed,Basic,No,2,37,3965,2
7,1,2.57,6,Laptop,Drama,Oceania,Delayed,Basic,Yes,4,69,9609,2
51,8,2.64,8,Laptop,Romance,Oceania,On-Time,Standard,No,0,47,6594,5
39,2,5.26,6,Laptop,Comedy,Europe,On-Time,Premium,No,10,42,6477,3
50,9,3.41,8,Laptop,Action,North America,On-Time,Basic,No,10,64,6046,4
45,8,3.8,10,Tablet,Comedy,Oceania,On-Time,Basic,No,0,21,8295,3
2,8,4.51,7,Smart TV,Action,Oceania,On-Time,Basic,No,8,37,5788,5
8,4,3.17,4,Smart TV,Sci-fi,North America,On-Time,Basic,No,9,27,1989,4
9,8,3.31,7,Mobile,Action,Asia,On-Time,Standard,No,3,49,5314,5
44,9,1.09,9,Tablet,Romance,Asia,On-Time,Standard,No,4,67,5070,4
35,8,2.52,9,Mobile,Comedy,Europe,Delayed,Standard,No,9,55,9273,1
43,10,3.29,8,Mobile,Romance,Africa,On-Time,Basic,No,4,29,6735,4
23,9,2.78,10,Tablet,Drama,North America,On-Time,Premium,No,5,67,5656,4
7,1,4.45,3,Laptop,Drama,North America,On-Time,Basic,Yes,5,21,3692,4
53,9,1.58,7,Laptop,Romance,Asia,Delayed,Standard,No,2,46,8722,2
57,9,5.72,10,Laptop,Action,Asia,On-Time,Basic,No,5,54,1456,4
35,2,4.29,3,Tablet,Romance,Asia,Delayed,Premium,No,1,64,5486,3
37,9,3.31,9,Mobile,Action,Asia,Delayed,Basic,No,4,25,8930,2
50,5,2.21,6,Mobile,Romance,Oceania,On-Time,Standard,No,10,34,3071,4
58,9,3.27,10,Laptop,Action,Europe,On-Time,Premium,No,6,45,3026,5
5,9,1.39,8,Laptop,Comedy,North America,On-Time,Premium,No,1,54,2189,5
46,10,3.25,9,Laptop,Comedy,North America,On-Time,Standard,No,4,32,1015,2
17,8,1.98,7,Laptop,Comedy,North America,On-Time,Standard,No,9,18,9508,1
38,7,5.07,8,Mobile,Sci-fi,South America,On-Time,Basic,No,5,43,4145,5
39,8,2.11,7,Mobile,Action,Europe,On-Time,Standard,No,2,22,7501,1
24,9,1.13,8,Mobile,Drama,Asia,On-Time,Basic,No,0,27,8459,2
18,8,3.63,9,Smart TV,Drama,Europe,On-Time,Basic,No,4,61,3153,1
40,10,2.67,8,Mobile,Drama,North America,On-Time,Standard,No,6,54,2977,5
55,8,2.09,7,Laptop,Romance,North America,On-Time,Basic,No,5,54,8114,2
19,6,4.04,2,Tablet,Action,South America,Delayed,Premium,Yes,0,45,9595,3
46,2,4.34,4,Tablet,Drama,South America,On-Time,Basic,No,5,68,5127,3
48,1,2.2,3,Tablet,Comedy,Oceania,On-Time,Basic,No,2,38,5070,1
20,6,2.31,4,Smart TV,Comedy,Asia,On-Time,Basic,No,5,31,6372,5
57,5,1.27,6,Laptop,Drama,South America,On-Time,Premium,No,8,43,9334,1
14,7,5.66,9,Smart TV,Action,Africa,Delayed,Standard,Yes,2,30,7297,5
41,7,3.7,7,Tablet,Drama,North America,On-Time,Basic,No,10,30,6142,1
49,2,5.26,3,Tablet,Action,Europe,On-Time,Basic,No,5,34,1404,5
43,9,5.7,8,Tablet,Romance,North America,On-Time,Basic,No,8,32,5069,4
33,7,3.24,10,Tablet,Drama,Europe,On-Time,Standard,No,6,23,3718,1
54,7,2.75,7,Smart TV,Drama,Africa,On-Time,Standard,No,4,31,7611,4
52,9,1.26,10,Tablet,Comedy,Africa,On-Time,Standard,No,7,40,4337,4
47,7,3.63,7,Tablet,Sci-fi,Africa,On-Time,Standard,No,3,51,4030,3
43,8,3.63,9,Laptop,Romance,Asia,Delayed,Basic,No,10,70,1312,3
28,7,1.07,10,Smart TV,Romance,Asia,On-Time,Basic,No,4,49,3365,1
42,4,4.59,1,Smart TV,Sci-fi,Oceania,Delayed,Basic,No,7,37,1479,1
24,9,2.23,10,Mobile,Action,Oceania,On-Time,Premium,No,8,54,4291,2
14,9,5.49,10,Smart TV,Drama,Europe,On-Time,Standard,No,5,28,8893,4
28,2,2.79,4,Laptop,Sci-fi,Africa,On-Time,Basic,No,1,50,8044,5
1,3,5.93,6,Laptop,Romance,Africa,On-Time,Basic,No,8,23,6203,4
21,3,3.24,1,Laptop,Sci-fi,Oceania,On-Time,Basic,Yes,6,30,4642,4
25,8,4.16,10,Smart TV,Action,Asia,On-Time,Basic,No,6,34,2935,4
45,9,5.2,7,Smart TV,Action,Oceania,On-Time,Premium,No,5,29,6140,2
45,5,1.46,5,Smart TV,Comedy,South America,On-Time,Premium,No,4,42,5395,1
59,7,5.91,8,Smart TV,Sci-fi,Europe,On-Time,Standard,No,4,57,9908,5
10,7,5.15,9,Mobile,Comedy,North America,On-Time,Premium,No,1,64,5323,1
48,9,3.6,8,Mobile,Sci-fi,Oceania,On-Time,Basic,No,5,65,1218,1
50,9,2.24,7,Mobile,Comedy,Europe,On-Time,Basic,No,1,32,3911,3
29,4,5.89,3,Smart TV,Action,Oceania,On-Time,Standard,No,8,45,7818,4
23,10,3.72,9,Smart TV,Sci-fi,South America,Delayed,Basic,Yes,9,64,3592,1
9,8,3.65,9,Laptop,Sci-fi,Europe,On-Time,Basic,No,1,33,8010,2
44,1,5.78,4,Smart TV,Action,South America,On-Time,Basic,No,2,62,7335,5
57,7,1.88,7,Mobile,Action,Africa,On-Time,Basic,No,4,29,4468,3
30,8,4.44,7,Mobile,Comedy,Europe,On-Time,Standard,No,7,46,6342,1
54,7,2.42,7,Smart TV,Sci-fi,North America,Delayed,Basic,No,6,50,2959,2
19,1,5.12,5,Tablet,Comedy,South America,On-Time,Basic,No,10,66,7381,1
48,10,4.53,10,Tablet,Action,Asia,On-Time,Basic,No,7,19,7334,5
19,8,1.98,8,Mobile,Action,Africa,On-Time,Premium,No,8,64,2201,2
5,4,2.74,3,Laptop,Comedy,North America,On-Time,Standard,Yes,7,39,6477,3
53,10,3.77,7,Laptop,Comedy,Africa,On-Time,Premium,No,5,60,7306,5
32,8,1.37,8,Tablet,Sci-fi,North America,On-Time,Premium,No,7,65,5928,5
24,10,4.33,8,Mobile,Action,Oceania,On-Time,Standard,No,0,24,3188,1
57,6,2.5,1,Laptop,Action,Europe,On-Time,Basic,No,9,57,6074,1
35,4,2.35,1,Laptop,Action,Europe,On-Time,Standard,No,5,30,8640,4
32,10,5.41,10,Mobile,Romance,Asia,On-Time,Basic,No,5,32,3561,1
17,3,3.58,6,Laptop,Drama,South America,Delayed,Basic,Yes,1,25,3453,5
38,6,3.09,2,Mobile,Drama,Asia,Delayed,Basic,No,6,31,7429,1
30,6,5.94,3,Laptop,Drama,Africa,On-Time,Standard,No,0,61,9814,3
4,2,1.72,5,Laptop,Drama,South America,On-Time,Standard,No,5,53,3808,2
3,8,5.28,8,Mobile,Action,Oceania,Delayed,Standard,Yes,0,69,7001,5
13,8,4.83,8,Laptop,Romance,Asia,On-Time,Basic,No,3,56,6582,4
2,10,3.57,7,Mobile,Sci-fi,Asia,On-Time,Premium,No,2,38,7954,4
41,10,1.05,10,Smart TV,Drama,Europe,On-Time,Basic,No,8,59,4814,4
40,3,4.72,2,Mobile,Action,North America,On-Time,Basic,No,7,50,2977,3
28,6,3.45,6,Smart TV,Comedy,North America,On-Time,Basic,No,8,49,7563,3
1,1,4.62,5,Laptop,Sci-fi,Europe,On-Time,Basic,No,5,18,7873,2
50,3,3.44,3,Tablet,Romance,Europe,On-Time,Standard,No,2,41,7037,3
51,10,1.67,7,Laptop,Comedy,North America,On-Time,Basic,No,4,69,5029,1
38,9,4.38,10,Mobile,Romance,Oceania,Delayed,Basic,No,5,49,4406,4
58,5,1.51,5,Laptop,Action,South America,Delayed,Basic,No,8,39,7518,5
38,8,1.45,10,Tablet,Action,South America,On-Time,Standard,No,4,62,3826,1
41,10,2.35,8,Laptop,Action,Europe,On-Time,Basic,No,3,39,8699,5
3,10,5.09,10,Smart TV,Action,Asia,On-Time,Standard,No,1,50,8837,4
40,7,5.89,7,Smart TV,Comedy,South America,On-Time,Basic,No,9,44,3343,3
20,10,1.95,10,Mobile,Comedy,North America,On-Time,Basic,No,7,28,9489,2
23,4,4.96,6,Laptop,Drama,Europe,On-Time,Standard,Yes,2,61,5737,2
41,7,2.18,9,Tablet,Sci-fi,Africa,Delayed,Standard,No,0,33,7516,3
50,3,3.84,5,Tablet,Drama,South America,Delayed,Basic,No,8,18,9134,1
42,6,2.7,6,Smart TV,Romance,South America,On-Time,Basic,No,5,62,4023,5
13,7,1.99,10,Mobile,Comedy,Africa,On-Time,Standard,No,4,23,3877,5
2,8,3.93,10,Tablet,Romance,Europe,On-Time,Premium,No,9,64,9885,2
20,9,2.14,9,Laptop,Romance,South America,On-Time,Standard,No,0,63,8615,3
57,6,1.61,2,Laptop,Romance,North America,On-Time,Premium,No,9,44,7982,5
40,10,4.27,9,Mobile,Sci-fi,Asia,On-Time,Standard,No,10,62,3279,2
38,9,5.52,7,Tablet,Sci-fi,North America,On-Time,Basic,No,9,55,7868,4
43,9,4.44,8,Laptop,Sci-fi,Asia,On-Time,Standard,No,4,32,8903,1
29,6,3.12,1,Tablet,Action,South America,On-Time,Standard,No,8,28,6053,1
44,9,5.11,7,Mobile,Sci-fi,North America,Delayed,Premium,No,2,66,5314,3
54,2,3.81,4,Mobile,Comedy,Africa,On-Time,Basic,No,8,55,5163,4
13,7,3.39,9,Mobile,Sci-fi,Europe,On-Time,Premium,No,6,60,8011,5
44,8,2.28,10,Mobile,Romance,Europe,On-Time,Basic,No,9,30,4251,1
18,7,5.2,9,Smart TV,Comedy,South America,On-Time,Standard,No,3,68,9649,2
34,6,1.0,2,Mobile,Comedy,North America,On-Time,Standard,No,1,28,1712,2
9,3,2.08,1,Smart TV,Romance,Oceania,On-Time,Standard,No,7,31,9452,4
16,8,3.61,8,Smart TV,Comedy,North America,On-Time,Basic,No,0,24,6975,4
30,10,5.4,9,Mobile,Romance,Europe,On-Time,Basic,No,3,52,6945,5
49,7,1.34,8,Mobile,Action,Europe,On-Time,Standard,No,5,35,1235,4
2,9,5.1,10,Laptop,Comedy,Asia,On-Time,Standard,No,0,31,1699,4
33,5,2.54,6,Mobile,Action,South America,On-Time,Premium,No,8,24,1675,1
11,7,2.4,10,Tablet,Action,South America,On-Time,Basic,No,9,38,6916,1
38,8,2.57,7,Laptop,Drama,Africa,On-Time,Basic,No,7,65,8878,4
47,5,2.7,3,Tablet,Action,North America,On-Time,Standard,No,5,70,8505,1
20,5,5.14,1,Tablet,Sci-fi,Asia,On-Time,Basic,Yes,1,55,1423,4
47,8,3.89,9,Laptop,Action,Europe,Delayed,Premium,No,8,49,1604,3
20,10,2.56,7,Smart TV,Sci-fi,Africa,Delayed,Standard,Yes,9,46,2600,3
41,2,5.92,4,Tablet,Sci-fi,Africa,On-Time,Basic,No,2,59,9582,2
24,4,4.08,4,Tablet,Sci-fi,Europe,On-Time,Standard,Yes,10,37,5330,2
24,10,3.57,8,Smart TV,Comedy,North America,Delayed,Basic,Yes,4,54,8096,4
21,9,1.96,9,Laptop,Drama,South America,Delayed,Standard,Yes,3,64,7301,2
13,10,4.14,8,Laptop,Drama,South America,On-Time,Basic,No,8,21,9130,1
32,9,1.87,10,Mobile,Romance,Asia,Delayed,Premium,No,8,42,5740,5
52,4,5.4,2,Mobile,Action,South America,On-Time,Basic,No,7,43,9158,4
4,1,4.87,3,Mobile,Action,Asia,On-Time,Standard,No,2,66,6382,3
42,7,1.09,8,Mobile,Comedy,Europe,On-Time,Premium,No,0,47,3756,4
26,5,2.11,5,Tablet,Sci-fi,Europe,On-Time,Basic,No,7,68,6725,1
40,2,4.4,5,Mobile,Drama,North America,Delayed,Premium,No,3,48,7635,1
26,5,4.41,6,Mobile,Drama,Oceania,Delayed,Standard,No,6,69,2319,2
6,5,2.72,1,Smart TV,Comedy,Europe,On-Time,Premium,No,8,52,3393,4
13,9,5.12,7,Laptop,Drama,Africa,On-Time,Standard,No,2,25,8268,1
44,1,1.13,3,Smart TV,Romance,Oceania,On-Time,Standard,No,8,35,3019,5
21,7,5.36,10,Laptop,Drama,South America,On-Time,Premium,No,3,54,8131,5
27,9,4.3,7,Mobile,Drama,South America,On-Time,Basic,No,8,19,2560,4
9,9,5.93,8,Smart TV,Romance,South America,On-Time,Basic,No,3,25,1131,1
52,7,4.07,10,Mobile,Drama,Oceania,Delayed,Standard,No,10,29,6621,3
25,5,3.27,4,Tablet,Romance,Oceania,Delayed,Standard,No,6,30,8660,5
50,8,1.98,8,Mobile,Drama,Oceania,On-Time,Standard,No,5,58,7289,1
11,3,4.38,5,Mobile,Comedy,Europe,On-Time,Basic,Yes,4,42,1227,5
21,10,1.26,9,Mobile,Romance,North America,On-Time,Standard,No,8,45,3082,1
24,6,3.19,5,Tablet,Action,South America,On-Time,Basic,Yes,9,63,9553,5
46,9,3.27,10,Laptop,Romance,Oceania,On-Time,Premium,No,10,46,5578,2
11,10,5.69,8,Smart TV,Drama,Europe,On-Time,Basic,No,0,43,9255,1
5,10,3.21,8,Laptop,Sci-fi,South America,On-Time,Standard,No,10,54,8116,4
19,2,3.02,4,Tablet,Sci-fi,South America,On-Time,Basic,No,10,68,4719,4
43,1,1.34,3,Mobile,Romance,North America,On-Time,Basic,No,6,57,1340,4
47,6,3.93,5,Smart TV,Drama,Africa,Delayed,Standard,No,1,24,1980,1
54,2,2.0,6,Mobile,Action,Oceania,On-Time,Basic,No,3,54,5468,2
33,10,5.48,10,Mobile,Action,Africa,On-Time,Standard,No,9,67,4788,1
12,8,4.93,10,Tablet,Action,Africa,On-Time,Premium,No,7,25,2367,1
32,10,5.28,7,Tablet,Comedy,Oceania,On-Time,Basic,No,4,39,9264,4
56,9,5.59,9,Tablet,Romance,Europe,Delayed,Basic,No,1,31,7011,2
16,10,3.68,10,Tablet,Drama,Europe,On-Time,Basic,No,6,26,9103,5
18,8,1.7,9,Laptop,Romance,South America,On-Time,Basic,No,0,48,1397,2
38,1,5.56,6,Mobile,Romance,Asia,On-Time,Basic,No,9,44,5508,5
11,3,5.95,2,Laptop,Action,North America,Delayed,Premium,Yes,8,49,6606,5
42,8,3.31,7,Laptop,Romance,Europe,Delayed,Basic,No,5,32,7496,3
46,8,5.73,8,Tablet,Sci-fi,North America,On-Time,Standard,No,8,24,6184,3
44,10,5.93,7,Laptop,Comedy,Africa,On-Time,Standard,No,2,65,9143,3
49,8,1.17,10,Smart TV,Romance,Oceania,Delayed,Basic,No,5,55,6301,5
48,6,1.37,2,Laptop,Sci-fi,Asia,On-Time,Basic,No,0,47,3657,2
16,8,2.19,8,Tablet,Comedy,North America,On-Time,Standard,No,5,33,7866,1
24,2,1.07,1,Tablet,Comedy,Asia,On-Time,Basic,No,2,55,3755,3
13,7,3.1,7,Smart TV,Sci-fi,Asia,On-Time,Premium,No,1,65,2706,1
32,10,3.07,9,Laptop,Action,Africa,Delayed,Basic,No,10,68,3561,3
39,3,2.04,4,Laptop,Comedy,North America,On-Time,Basic,No,10,52,6680,1
22,9,4.07,9,Smart TV,Action,Oceania,On-Time,Basic,No,2,36,8019,2
14,10,5.9,10,Tablet,Sci-fi,Asia,On-Time,Basic,No,4,23,8422,2
48,9,1.75,8,Tablet,Comedy,Africa,On-Time,Basic,No,0,64,7177,3
4,10,4.62,7,Smart TV,Comedy,South America,Delayed,Basic,Yes,5,39,6233,2
12,2,5.15,5,Mobile,Romance,Oceania,On-Time,Basic,Yes,6,27,1401,5
45,10,1.01,7,Tablet,Action,Africa,On-Time,Premium,No,8,62,6304,2
12,10,4.16,8,Mobile,Romance,Asia,Delayed,Basic,Yes,8,67,9935,5
